RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
8292, N ,exhaustion,2314,157,851,552,288,466
8555, N ,programmer,2167,157,272,804,712,222
9048, J ,differing,2062,157,66,260,263,1316
9170, V ,swarm,1965,157,944,444,318,102
9242, J ,herbal,1957,157,231,1067,355,147
9673, J ,unmarried,1753,157,305,328,339,624
9817, V ,rot,1736,157,823,462,171,123
9990, J ,leftover,1804,157,465,631,466,85
10377, J ,stern,2172,157,773,549,460,233
10649, N ,stitch,1496,157,657,397,237,48
10866, J ,manageable,1438,157,128,487,245,421
10889, N ,skyscraper,1440,157,361,379,425,118
11412, N ,iris,3864,157,2001,921,545,240
11427, V ,budge,1334,157,621,260,243,53
11600, J ,edgy,1357,157,337,415,403,45
12015, J ,crushing,1190,157,271,321,281,160
12365, J ,wee,1145,157,428,275,246,39
12939, J ,appreciative,1028,157,277,200,226,168
12964, J ,tumultuous,1017,157,109,232,329,190
13174, J ,permissible,1030,157,59,150,145,519
13226, J ,grizzly,1049,157,95,493,175,129
13496, J ,trustworthy,955,157,190,236,142,230
14714, J ,manned,847,157,111,284,191,104
14772, N ,cessation,965,157,52,115,77,564
14984, V ,quadruple,785,157,26,240,238,124
15333, R ,definitively,772,157,65,131,83,336
15777, J ,satanic,714,157,100,171,138,148
17846, N ,paratrooper,581,157,93,152,152,27
17983, V ,vilify,569,157,28,107,174,103
20618, N ,sheik,831,157,84,156,373,61
29537, N ,barker,1545,157,464,214,498,212
31944, N ,kipper,255,157,35,18,36,9
5728, N ,reproduction,4448,156,506,1251,433,2102
5790, N ,emergence,4440,156,106,729,583,2866
6074, N ,recycling,4144,156,202,987,794,2005
6393, J ,provincial,3708,156,256,686,806,1804
6947, J ,atmospheric,3205,156,200,1227,371,1251
7227, J ,exposed,2904,156,781,991,390,586
7925, J ,imported,2470,156,225,573,613,903
8272, V ,saut¨¦,2671,156,53,1365,1086,11
8600, J ,playful,2200,156,511,792,388,353
8625, R ,momentarily,2249,156,1349,287,197,260
9512, N ,nausea,1934,156,676,631,185,286
9749, N ,marvel,1770,156,378,576,458,202
9920, V ,quantify,1810,156,35,286,224,1109
10100, N ,ambivalence,1646,156,119,295,244,832
10285, N ,dj,1986,156,477,416,715,222
10354, J ,festive,1638,156,311,567,420,184
10469, J ,outdated,1526,156,134,414,420,402
10622, N ,disapproval,1500,156,495,242,169,438
10788, J ,emeritus,1469,156,38,528,396,351
10838, N ,resilience,1847,156,51,343,226,1071
11127, N ,demolition,1416,156,148,294,540,278
11848, N ,sufferer,1304,156,94,604,147,303
12570, N ,ultrasound,1160,156,141,383,176,304
12571, N ,toughness,1143,156,114,337,408,128
13242, N ,gunner,1007,156,300,332,188,31
13750, R ,forcibly,914,156,135,142,195,286
14471, J ,manipulative,829,156,83,143,164,283
16362, N ,leeway,679,156,73,155,182,113
16815, N ,expletive,704,156,89,132,293,34
17317, N ,jackpot,633,156,105,181,176,15
24149, N ,mistrial,303,156,10,17,101,19
24397, N ,yucca,732,156,96,220,141,119
25054, J ,cuban-american,300,156,8,35,75,26
35355, N ,puzzlemaster,156,156,0,0,0,0
5200, R ,silently,5402,155,3941,639,362,305
5311, N ,diameter,4978,155,365,2291,393,1774
6348, N ,archaeologist,4425,155,215,840,350,2865
6700, N ,mule,3393,155,1370,1205,501,162
7496, N ,imitation,2740,155,711,601,309,964
7891, J ,culinary,2724,155,136,814,1404,215
8106, N ,novelty,2396,155,320,624,469,828
8253, N ,mustache,2445,155,1527,397,278,88
8598, N ,vitality,2107,155,211,598,356,787
8656, N ,dresser,2413,155,1419,475,274,90
9137, J ,indispensable,1954,155,172,558,240,829
9377, J ,open-ended,2023,155,43,225,184,1416
9554, J ,sterile,1744,155,432,427,240,490
9635, N ,bandage,1815,155,989,441,168,62
10300, J ,engaging,1665,155,98,378,397,637
10316, N ,infusion,1611,155,97,406,357,596
10757, V ,wring,1470,155,706,325,212,72
10892, V ,expend,1416,155,157,378,185,541
11453, J ,shrinking,1306,155,101,390,431,229
11718, N ,abnormality,1295,155,38,394,84,624
12182, N ,stuffing,1296,155,209,424,464,44
12224, J ,looming,1175,155,265,288,320,147
14364, R ,eloquently,827,155,95,181,131,265
15941, N ,libel,710,155,30,115,252,158
16556, V ,co-write,690,155,9,170,334,22
17027, J ,aggravated,645,155,47,56,338,49
17733, N ,mastectomy,590,155,40,210,120,65
18678, N ,supermodel,577,155,60,254,89,19
19843, J ,moslem,486,155,65,75,96,95
6864, J ,lush,3166,154,758,1277,778,199
7092, J ,societal,3206,154,46,394,297,2315
7337, N ,disposition,3058,154,362,442,205,1895
8936, J ,illicit,2231,154,212,281,368,1216
9310, J ,binding,1926,154,177,649,236,710
9420, N ,bedtime,1902,154,490,917,250,91
10049, N ,mantle,2326,154,452,713,688,319
10174, N ,kitten,1757,154,1059,330,157,57
11292, N ,trappings,1311,154,162,379,313,303
11405, N ,sinner,1386,154,312,355,145,420
11655, N ,primate,1311,154,152,405,151,449
11784, J ,fearless,1314,154,347,443,290,80
12051, N ,tort,1326,154,51,190,202,729
12438, J ,clear-cut,1086,154,68,287,241,336
12507, N ,litany,1066,154,258,244,209,201
12519, N ,evangelist,1130,154,132,336,266,242
12580, N ,telegram,1081,154,375,191,176,185
13103, J ,mistaken,990,154,181,187,179,289
13441, J ,home-grown,1057,154,72,299,395,137
13780, R ,vehemently,891,154,161,155,221,200
13915, J ,sioux,929,154,108,244,287,136
14167, N ,violinist,902,154,167,103,376,102
14178, N ,neurologist,925,154,106,386,170,109
14209, J ,apache,869,154,106,196,156,257
14228, V ,outsource,962,154,17,353,258,180
14528, J ,unspeakable,830,154,295,126,108,147
15725, N ,whack,733,154,211,193,147,28
15817, J ,stay-at-home,765,154,37,333,211,30
28370, N ,pollock,1478,154,79,436,334,475
6776, V ,elicit,3317,153,283,570,391,1920
7413, J ,focal,2841,153,71,1174,348,1095
9541, J ,unnoticed,1735,153,480,399,330,373
9596, J ,one-way,1782,153,280,272,349,728
9670, N ,sweetness,1850,153,670,473,444,110
9751, V ,ensue,1758,153,311,435,318,541
10144, N ,waterfront,1915,153,279,511,790,182
10552, N ,herring,1596,153,259,348,394,442
11973, N ,stretcher,1277,153,599,345,142,38
12129, J ,moody,1281,153,354,286,394,94
12188, V ,fantasize,1177,153,396,342,150,136
12250, N ,leopard,1473,153,423,349,215,333
12339, J ,preferential,1214,153,15,192,216,638
12484, R ,bluntly,1087,153,235,282,238,179
12616, N ,prerogative,1119,153,103,148,136,579
13017, J ,full-blown,1016,153,131,351,226,155
13050, R ,unnecessarily,984,153,209,211,177,234
13273, J ,named,1010,153,97,237,292,231
13824, N ,jock,1225,153,374,283,273,142
13911, N ,snowstorm,960,153,218,310,234,45
14023, J ,vested,902,153,51,161,176,361
14316, J ,reputable,862,153,64,324,179,142
14966, J ,three-way,777,153,62,152,205,205
15078, J ,punishing,767,153,84,220,183,127
15186, J ,likable,761,153,88,195,256,69
16155, N ,headway,660,153,96,143,145,123
16847, J ,taxing,645,153,24,142,214,112
17770, N ,madam,1284,153,802,161,82,86
19306, J ,senatorial,508,153,29,96,146,84
6215, N ,tract,3968,152,293,1164,794,1565
6372, N ,module,3794,152,702,786,305,1849
6527, N ,blossom,3845,152,1232,1540,661,260
6546, J ,applied,3820,152,146,671,413,2438
6635, J ,moist,3364,152,1049,1236,619,308
7429, J ,cheerful,2839,152,1462,647,391,187
8130, V ,categorize,2586,152,77,281,203,1873
8317, J ,drunken,2367,152,992,321,665,237
8384, J ,pristine,2291,152,399,866,579,295
8727, J ,dazzling,2121,152,601,738,466,164
8967, V ,subside,1995,152,824,466,312,241
8980, N ,antibody,2092,152,76,803,153,908
9360, N ,jumper,1902,152,408,550,647,145
9550, J ,heavenly,1787,152,470,497,276,392
9633, V ,assimilate,1839,152,176,241,212,1058
9917, J ,sly,1743,152,834,343,310,104
10152, J ,witty,1617,152,335,454,492,184
11114, J ,centennial,1453,152,42,306,774,179
11184, N ,stabilization,1587,152,16,196,165,1058
11221, N ,watermelon,1503,152,345,590,267,149
11898, N ,crutch,1208,152,484,218,220,134
12658, N ,countryman,1092,152,167,252,289,232
12843, J ,priceless,1044,152,280,295,228,89
13503, N ,immunization,1021,152,18,263,286,302
13672, N ,angst,960,152,92,276,342,98
13808, J ,pre-war,917,152,81,190,185,309
14082, N ,newlywed,906,152,191,311,215,37
14443, N ,tummy,882,152,238,393,87,12
14580, J ,left-hand,797,152,165,211,148,121
14739, J ,grueling,818,152,69,271,290,36
14906, N ,bandwagon,776,152,29,209,275,111
15227, J ,longer-term,780,152,6,157,184,281
16969, N ,heartache,621,152,162,130,147,30
17804, N ,co-chairman,578,152,1,104,294,27
18078, N ,chemo,635,152,140,243,85,15
21664, N ,jailhouse,370,152,54,61,93,10
7559, J ,glowing,2784,151,1382,717,362,172
8113, N ,schooling,2452,151,187,367,346,1401
8137, N ,gland,2547,151,219,950,123,1104
8213, N ,disciple,2407,151,411,832,329,684
8524, N ,railway,2221,151,445,509,534,582
9117, N ,helper,1963,151,452,516,258,586
9365, V ,concur,1889,151,157,416,310,855
9669, N ,plume,1930,151,593,683,245,258
9941, J ,swelling,1682,151,359,617,198,357
10472, J ,cloudy,1537,151,552,454,253,127
11495, J ,ferocious,1275,151,341,381,252,150
12706, J ,mountainous,1062,151,166,299,229,217
12829, N ,stealth,1371,151,286,555,285,94
13038, N ,vibe,1381,151,257,530,418,25
13288, N ,fodder,1019,151,164,213,289,202
13392, N ,unhappiness,969,151,287,213,131,187
13414, N ,digging,954,151,303,263,120,117
13598, V ,err,955,151,93,214,213,284
13873, J ,apprehensive,893,151,274,149,159,160
14170, J ,restoring,896,151,40,227,218,260
15166, J ,uplifting,770,151,71,238,228,82
16778, J ,disrespectful,648,151,135,94,159,109
16952, J ,combative,600,151,46,128,168,107
17102, J ,betrayed,597,151,159,111,123,53
20504, J ,across-the-board,410,151,1,69,130,59
22253, N ,wacko,362,151,93,49,66,3
25464, N ,dyke,747,151,179,159,198,60
5109, N ,pupil,5577,150,964,608,574,3281
5687, N ,gravel,4423,150,2105,1199,536,433
7234, J ,printed,2885,150,372,919,390,1054
7589, N ,disgust,2752,150,1486,413,346,357
7675, N ,cruiser,2970,150,1035,1263,463,59
8537, N ,cricket,2257,150,795,571,491,250
9728, J ,mortal,1801,150,797,336,189,329
9814, J ,snowy,1753,150,618,588,317,80
9907, N ,browser,1961,150,51,1151,354,255
9913, J ,newfound,1682,150,266,568,406,292
9930, N ,abdomen,1690,150,534,608,196,202
9937, J ,recurring,1636,150,169,419,370,528
10479, V ,precipitate,1530,150,127,322,171,760
10725, J ,admirable,1447,150,285,377,268,367
10948, J ,investing,1431,150,33,676,435,137
11406, J ,decorated,1321,150,190,316,409,256
11814, J ,barbed,1263,150,481,327,198,107
12018, J ,immature,1152,150,195,313,177,317
12191, J ,alaskan,1193,150,89,466,224,264
12511, R ,solemnly,1152,150,667,171,80,84
12969, J ,handwritten,1050,150,198,259,307,136
13000, N ,passer-by,2142,150,778,440,514,260
13720, N ,asking,922,150,264,175,244,89
13923, N ,communicator,1038,150,212,243,128,305
14726, N ,checking,822,150,121,195,252,104
16136, N ,euthanasia,803,150,32,296,145,180
16610, N ,lifeguard,731,150,239,155,172,15
18402, N ,dike,573,150,72,143,113,95
18745, N ,rollover,517,150,15,176,136,40
23316, J ,anti-terrorism,322,150,6,19,118,29
35546, N ,dickens,2423,150,1007,285,552,429
5749, N ,simulation,4541,149,450,1081,221,2640
6419, V ,chuckle,3856,149,2716,468,460,63
6452, N ,enrollment,5361,149,51,460,1939,2762
6942, N ,pest,3186,149,228,1174,445,1190
8381, V ,hinder,2342,149,113,483,399,1198
8771, V ,coax,2089,149,805,565,422,148
8884, V ,veer,2079,149,807,507,425,191
9180, J ,intended,1967,149,201,397,277,943
9452, N ,folly,1791,149,335,468,387,452
9880, J ,unnatural,1663,149,635,333,194,352
10310, J ,marxist,1636,149,109,305,198,875
10758, J ,tedious,1411,149,413,390,222,237
11149, N ,strife,1370,149,110,266,372,473
11382, N ,hanger,1332,149,479,472,173,59
11467, N ,quarrel,1286,149,459,182,136,360
11555, J ,full-scale,1273,149,80,340,297,407
11648, J ,deserving,1265,149,164,244,348,360
12026, N ,intermediary,1245,149,68,198,219,611
12166, J ,unprotected,1207,149,157,340,174,387
12655, J ,pouring,1092,149,408,261,216,58
12688, N ,wording,1103,149,72,157,205,520
13078, J ,beleaguered,1011,149,88,318,330,126
14553, N ,disobedience,817,149,99,148,150,271
14609, J ,crippling,819,149,78,256,193,143
14734, N ,launching,793,149,66,225,194,159
14994, J ,flattering,806,149,181,268,119,89
15150, J ,avian,843,149,80,222,125,267
15503, N ,reprisal,724,149,76,132,174,193
15846, N ,crux,736,149,90,174,127,196
16115, V ,toughen,676,149,87,141,258,41
18165, N ,miscalculation,528,149,44,101,127,107
5950, N ,printer,4175,148,363,2198,544,922
6333, J ,victorian,3578,148,717,1051,948,714
6399, V ,whisk,4426,148,506,2541,1182,49
6581, J ,occupational,3803,148,91,474,457,2633
6920, N ,theologian,3408,148,55,1266,240,1699
8388, N ,boutique,2483,148,287,1034,926,88
9217, V ,refrain,1932,148,318,341,320,805
9246, N ,china,40752,148,2425,8789,11778,17612
9470, N ,sponsorship,1831,148,52,382,868,381
9577, J ,futile,1782,148,504,380,284,466
9768, N ,inference,1921,148,140,171,97,1365
9785, V ,ascertain,1820,148,200,162,90,1220
10074, J ,wooded,1571,148,395,488,428,112
10392, N ,purchasing,1577,148,45,453,369,562
10682, N ,reorganization,1491,148,20,197,482,644
10937, V ,cringe,1468,148,729,253,287,51
11007, V ,rejoice,1373,148,355,392,238,240
11169, N ,delusion,1558,148,392,264,176,578
11328, N ,prep,5208,148,329,3542,919,270
11501, N ,cashier,1337,148,588,213,297,91
11560, N ,expulsion,1284,148,112,179,284,561
11617, N ,ax,1403,148,481,378,271,125
11949, N ,depot,2991,148,454,742,1466,181
11953, R ,solidly,1176,148,249,357,258,164
11978, J ,incomprehensible,1222,148,437,224,165,248
12049, N ,beaver,2039,148,519,631,492,249
12934, J ,unreal,1032,148,380,190,158,156
13660, N ,clot,966,148,203,400,152,63
17363, N ,sobriety,654,148,116,149,117,124
4690, N ,interval,6289,147,847,1496,299,3500
5750, N ,methodology,4880,147,61,371,170,4131
5899, N ,courtyard,4215,147,2240,749,716,363
6488, N ,sip,3721,147,2327,614,333,300
7980, N ,pier,3767,147,1394,884,1006,336
8014, J ,erotic,2398,147,529,617,291,814
8525, N ,citation,2306,147,211,235,523,1190
8603, J ,cumulative,2333,147,67,377,283,1459
8638, N ,parasite,2201,147,363,705,171,815
8774, J ,hand-held,2126,147,272,822,427,458
8931, N ,buffer,2156,147,134,338,327,1210
9176, N ,raisin,2132,147,420,904,576,85
9351, N ,blindness,2234,147,277,386,216,1208
9722, N ,waterway,1772,147,155,702,455,313
9996, V ,dissipate,1646,147,438,421,211,429
10360, V ,grope,1635,147,983,225,182,98
10432, J ,shattered,1580,147,712,288,314,119
11579, N ,quartet,1918,147,288,361,913,209
12201, R ,mysteriously,1139,147,372,297,174,149
12256, V ,rationalize,1146,147,144,219,167,469
12345, V ,clamor,1105,147,207,317,308,126
12426, N ,disintegration,1140,147,61,207,147,578
12590, N ,particulars,1096,147,232,219,114,384
13575, J ,failing,937,147,184,207,221,178
13887, V ,personalize,934,147,32,318,186,251
14283, N ,dignitary,852,147,166,167,197,175
14592, J ,wishful,814,147,135,204,159,169
15061, N ,fatherhood,806,147,89,235,176,159
16527, N ,shambles,638,147,174,107,147,63
16569, J ,panamanian,746,147,24,150,139,286
16906, N ,nutshell,619,147,89,195,107,81
17052, J ,trying,605,147,120,137,144,57
17645, N ,sideshow,592,147,99,151,166,29
19605, J ,unconscionable,448,147,45,83,134,39
19755, N ,so-and-so,473,147,106,94,88,38
24025, J ,attorney-client,300,147,9,18,31,95
33207, N ,lama,1117,147,179,202,355,234
5199, V ,clutch,5500,146,4119,595,480,160
7946, N ,gem,2584,146,614,907,698,219
8234, N ,coyote,4059,146,1152,1502,722,537
8475, N ,chimney,2246,146,1023,680,300,97
8511, N ,hospitality,2250,146,391,550,701,462
8655, V ,pry,2252,146,1244,446,309,107
8764, N ,fig,12687,146,516,2332,289,9404
9408, J ,martian,1919,146,671,724,142,236
9456, V ,stray,1829,146,597,483,364,239
9542, J ,hebrew,1829,146,378,356,314,635
9871, R ,prominently,1684,146,129,406,356,647
10947, R ,emphatically,1359,146,331,302,240,340
11143, N ,vegetarian,1429,146,186,622,380,95
11238, J ,first-class,1329,146,243,384,482,74
11926, J ,parochial,1226,146,79,265,233,503
12355, V ,skew,1143,146,105,258,248,386
12895, J ,cyclical,1046,146,40,288,199,373
13943, R ,coincidentally,887,146,75,236,264,166
14122, N ,parting,915,146,353,223,128,65
14189, V ,divulge,866,146,134,213,243,130
16082, N ,cynic,704,146,105,219,146,88
18641, V ,lynch,488,146,97,89,99,57
18846, V ,rebut,479,146,30,62,133,108
20927, N ,telemarketer,506,146,48,94,206,12
28549, N ,sander,711,146,71,302,125,67
29670, N ,polygamist,221,146,12,33,20,10
57168, N ,corker,242,146,14,11,71,0
7505, R ,sideways,2900,145,1834,561,236,124
8051, N ,regimen,2564,145,122,1081,405,811
8389, N ,navigation,2461,145,280,968,393,675
8823, N ,scalp,2214,145,1118,707,122,122
8867, R ,exceptionally,2043,145,329,608,388,573
9280, N ,bouquet,1919,145,739,622,337,76
9321, N ,midday,1884,145,653,548,391,147
9795, J ,microscopic,1702,145,273,593,171,520
10586, V ,profess,1447,145,155,355,325,467
10619, V ,sow,1497,145,223,629,242,258
10679, N ,gymnastics,1541,145,106,230,673,387
10689, J ,mediocre,1466,145,193,444,469,215
11046, V ,clothe,1381,145,538,307,154,237
11319, J ,shrewd,1291,145,337,380,273,156
11417, N ,canister,1396,145,458,546,158,89
11686, V ,wreak,1251,145,158,464,288,196
11930, N ,totality,1264,145,58,384,68,609
12226, J ,liberating,1172,145,99,328,178,422
12413, J ,spirited,1123,145,151,330,339,158
12697, J ,insidious,1061,145,140,306,208,262
12888, R ,symbolically,1061,145,71,135,114,596
13249, N ,jumping,998,145,225,256,288,84
13353, N ,vagina,1043,145,237,488,60,113
14219, N ,sanctity,869,145,84,182,151,307
14507, N ,giveaway,867,145,115,273,286,48
14670, V ,preempt,868,145,64,121,122,416
15245, N ,odyssey,1542,145,100,475,538,284
16089, N ,phobia,728,145,81,200,105,197
16628, J ,demeaning,622,145,79,118,135,145
17071, J ,preventable,655,145,11,207,163,129
17113, J ,topless,617,145,152,143,166,11
17401, V ,hound,576,145,143,131,111,46
17573, J ,overblown,595,145,48,134,208,60
17847, R ,regrettably,546,145,61,108,73,159
19946, N ,spender,544,145,35,132,187,45
24858, V ,arraign,264,145,23,26,57,13
5861, R ,neatly,4176,144,2070,940,551,471
7638, N ,almond,3282,144,414,1646,906,172
7898, N ,opener,2738,144,324,516,1693,61
8439, N ,pecan,2718,144,296,1487,756,35
9477, V ,overflow,1818,144,653,460,374,187
9892, J ,centralized,1753,144,28,343,242,996
9991, N ,coercion,1815,144,72,198,168,1233
10509, V ,insulate,1502,144,124,606,272,356
10759, J ,nostalgic,1435,144,213,435,336,307
11080, R ,exceedingly,1367,144,226,387,188,422
11122, V ,mend,1392,144,545,338,235,130
11128, V ,tweak,1481,144,283,563,390,101
11510, J ,seismic,1335,144,118,407,369,297
11630, J ,discriminatory,1321,144,19,191,249,718
11819, V ,purge,1204,144,187,310,223,340
11883, J ,victorious,1242,144,312,264,225,297
12432, N ,deterrence,1403,144,9,130,137,983
12988, J ,undue,1035,144,81,166,201,443
13013, N ,peg,1770,144,744,464,212,206
